1725530787.029636,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530787.029727,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530787.029748,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530787.029757,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530787.029764,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530788.031007,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530788.031256,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530788.031294,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530788.031311,s1-eth2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530788.031329,total,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530789.032850,lo,223.78,223.78,447.55,224,224,4.00,4.00,7.99,4,4,0.00,0.00,0,0,1790.21,1790.21,3580.42,1792,1792
1725530789.032930,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530789.032959,s1-eth1,106.89,0.00,106.89,0,107,1.00,0.00,1.00,0,1,0.00,0.00,0,0,855.14,0.00,855.14,0,856
1725530789.032979,s1-eth2,106.89,41.96,148.85,42,107,1.00,1.00,2.00,1,1,0.00,0.00,0,0,855.14,335.66,1190.81,336,856
1725530789.032995,total,437.56,265.73,703.30,266,438,5.99,5.00,10.99,5,6,0.00,0.00,0,0,3500.50,2125.87,5626.37,2128,3504
1725530790.033718,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530790.034358,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530790.034418,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530790.034841,s1-eth2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530790.034887,total,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530791.036317,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530791.036387,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530791.036410,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530791.036424,s1-eth2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530791.036436,total,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530792.037030,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530792.037143,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530792.037191,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530792.037508,s1-eth2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530792.037535,total,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530793.038729,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530793.038827,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530793.038863,s1-eth1,69.93,69.93,139.86,70,70,1.00,1.00,2.00,1,1,0.00,0.00,0,0,559.44,559.44,1118.88,560,560
1725530793.038887,s1-eth2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,335.66,335.66,336,0
1725530793.038904,total,69.93,111.89,181.82,112,70,1.00,2.00,3.00,2,1,0.00,0.00,0,0,559.44,895.10,1454.55,896,560
1725530794.040029,lo,171.83,171.83,343.66,172,172,3.00,3.00,5.99,3,3,0.00,0.00,0,0,1374.63,1374.63,2749.25,1376,1376
1725530794.040136,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530794.040175,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530794.040193,s1-eth2,69.93,41.96,111.89,42,70,1.00,1.00,2.00,1,1,0.00,0.00,0,0,559.44,335.66,895.10,336,560
1725530794.040212,total,241.76,213.79,455.54,214,242,4.00,4.00,7.99,4,4,0.00,0.00,0,0,1934.07,1710.29,3644.36,1712,1936
1725530795.040772,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530795.041529,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530795.041575,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530795.041594,s1-eth2,0.00,111.89,111.89,112,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0,0.00,895.10,895.10,896,0
1725530795.041614,total,0.00,111.89,111.89,112,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0,0.00,895.10,895.10,896,0
1725530796.042881,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1725530796.042993,ens160,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
